,Date,ZeroHours,CompleteBlackoutDays,UnitsConsumed,MaxConsumption,MinConsumption,MaxHour,MeanConsumption,StdDev,DayOfTheWeek,UserName,DB
4188,2017-06-30,23,513,0.01,0.01,0.0,21 to 22,0.0004166666666666667,0.002041241452319316,Friday,BinaAdabar,DB09 
4189,2017-01-07,22,513,0.02,0.01,0.0,19 to 20,0.0008333333333333334,0.0028232985128664,Saturday,BinaAdabar,DB09 
4190,2017-02-07,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Tuesday,BinaAdabar,DB09 
4191,2017-04-07,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Friday,BinaAdabar,DB09 
4192,2017-05-07,22,513,0.02,0.01,0.0,20 to 21,0.0008333333333333334,0.0028232985128664,Sunday,BinaAdabar,DB09 
4193,2017-06-07,20,513,0.04,0.01,0.0,19 to 20,0.0016666666666666668,0.003806934938134405,Wednesday,BinaAdabar,DB09 
4194,2017-07-07,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Friday,BinaAdabar,DB09 
4195,2017-08-07,23,513,0.01,0.01,0.0,20 to 21,0.0004166666666666667,0.002041241452319316,Monday,BinaAdabar,DB09 
4196,2017-09-07,23,513,0.01,0.01,0.0,20 to 21,0.0004166666666666667,0.002041241452319316,Thursday,BinaAdabar,DB09 
4197,2017-10-07,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Saturday,BinaAdabar,DB09 
4198,2017-02-09,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Thursday,BinaAdabar,DB09 
4199,2017-03-09,20,513,0.04,0.01,0.0,19 to 20,0.0016666666666666668,0.003806934938134405,Thursday,BinaAdabar,DB09 
4200,2017-04-09,22,513,0.02,0.01,0.0,19 to 20,0.0008333333333333334,0.0028232985128664,Sunday,BinaAdabar,DB09 
4201,2017-05-09,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Tuesday,BinaAdabar,DB09 
4202,2017-06-09,22,513,0.02,0.01,0.0,19 to 20,0.0008333333333333334,0.0028232985128664,Friday,BinaAdabar,DB09 
4203,2017-07-09,20,513,0.04,0.01,0.0,19 to 20,0.0016666666666666668,0.003806934938134405,Sunday,BinaAdabar,DB09 
4204,2017-08-09,23,513,0.03,0.03,0.0,20 to 21,0.00125,0.006123724356957946,Wednesday,BinaAdabar,DB09 
4205,2017-09-09,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Saturday,BinaAdabar,DB09 
4206,2017-10-09,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Monday,BinaAdabar,DB09 
4207,2017-11-09,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Thursday,BinaAdabar,DB09 
4208,2017-09-15,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Friday,BinaAdabar,DB09 
4209,2017-09-16,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Saturday,BinaAdabar,DB09 
4210,2017-09-17,21,513,0.03,0.01,0.0,14 to 15,0.00125,0.003378319623460881,Sunday,BinaAdabar,DB09 
4211,2017-09-20,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Wednesday,BinaAdabar,DB09 
4212,2017-09-22,21,513,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Friday,BinaAdabar,DB09 
4213,2017-09-23,22,513,0.02,0.01,0.0,19 to 20,0.0008333333333333334,0.0028232985128664,Saturday,BinaAdabar,DB09 
4214,2017-09-24,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Sunday,BinaAdabar,DB09 
4215,2017-09-25,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Monday,BinaAdabar,DB09 
4216,2017-09-26,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Tuesday,BinaAdabar,DB09 
4217,2017-09-27,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Wednesday,BinaAdabar,DB09 
4218,2017-09-28,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Thursday,BinaAdabar,DB09 
4219,2017-09-29,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Friday,BinaAdabar,DB09 
4220,2017-09-30,20,513,0.04,0.01,0.0,17 to 18,0.0016666666666666668,0.003806934938134405,Saturday,BinaAdabar,DB09 
4221,2017-01-10,17,513,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Tuesday,BinaAdabar,DB09 
4222,2017-02-10,17,513,0.08,0.02,0.0,20 to 21,0.0033333333333333327,0.005646597025732799,Friday,BinaAdabar,DB09 
4223,2017-03-10,19,513,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Friday,BinaAdabar,DB09 
4224,2017-04-10,19,513,0.05,0.01,0.0,00 to 01,0.0020833333333333333,0.004148511169990534,Monday,BinaAdabar,DB09 
4225,2017-05-10,20,513,0.04,0.01,0.0,01 to 02,0.0016666666666666668,0.003806934938134405,Wednesday,BinaAdabar,DB09 
4226,2017-06-10,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Saturday,BinaAdabar,DB09 
4227,2017-07-10,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Monday,BinaAdabar,DB09 
4228,2017-11-10,22,513,0.02,0.01,0.0,19 to 20,0.0008333333333333334,0.0028232985128664,Friday,BinaAdabar,DB09 
4229,2017-10-17,23,513,0.01,0.01,0.0,19 to 20,0.0004166666666666667,0.002041241452319316,Tuesday,BinaAdabar,DB09 
4230,2017-10-18,22,513,0.02,0.01,0.0,18 to 19,0.0008333333333333334,0.0028232985128664,Wednesday,BinaAdabar,DB09 
4231,2017-10-19,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Thursday,BinaAdabar,DB09 
4232,2017-10-20,23,513,0.01,0.01,0.0,01 to 02,0.0004166666666666667,0.002041241452319315,Friday,BinaAdabar,DB09 
4233,2017-10-24,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Tuesday,BinaAdabar,DB09 
4234,2017-10-25,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Wednesday,BinaAdabar,DB09 
4235,2017-10-26,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Thursday,BinaAdabar,DB09 
4236,2017-05-11,19,513,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Thursday,BinaAdabar,DB09 
4237,2017-06-11,17,513,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Sunday,BinaAdabar,DB09 
4238,2017-07-11,17,513,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Tuesday,BinaAdabar,DB09 
4239,2017-08-11,19,513,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Friday,BinaAdabar,DB09 
4240,2017-09-11,18,513,0.06,0.01,0.0,00 to 01,0.0025,0.004423258684646913,Monday,BinaAdabar,DB09 
4241,2017-10-11,17,513,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Wednesday,BinaAdabar,DB09 
4242,2017-11-11,18,513,0.06,0.01,0.0,02 to 03,0.0025,0.004423258684646913,Saturday,BinaAdabar,DB09 
4243,2017-12-11,16,513,0.08,0.01,0.0,00 to 01,0.0033333333333333327,0.004815434123430768,Monday,BinaAdabar,DB09 
4244,2017-11-13,22,513,0.02,0.01,0.0,18 to 19,0.0008333333333333334,0.0028232985128664,Monday,BinaAdabar,DB09 
4245,2017-11-14,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Tuesday,BinaAdabar,DB09 
4246,2017-11-15,23,513,0.01,0.01,0.0,18 to 19,0.0004166666666666667,0.002041241452319316,Wednesday,BinaAdabar,DB09 
4247,2017-11-16,20,513,0.04,0.01,0.0,18 to 19,0.0016666666666666668,0.003806934938134405,Thursday,BinaAdabar,DB09 
4248,2017-11-12,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Sunday,BinaAdabar,DB09 
4249,2017-12-12,21,513,0.03,0.01,0.0,18 to 19,0.00125,0.003378319623460881,Tuesday,BinaAdabar,DB09 
4250,2017-12-15,19,513,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Friday,BinaAdabar,DB09 
4251,2017-12-16,16,513,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Saturday,BinaAdabar,DB09 
4252,2017-12-17,17,513,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Sunday,BinaAdabar,DB09 
4253,2017-12-18,15,513,0.1,0.02,0.0,20 to 21,0.004166666666666668,0.005835920751217649,Monday,BinaAdabar,DB09 
4254,2017-12-19,15,513,0.09,0.01,0.0,02 to 03,0.00375,0.004945353550468403,Tuesday,BinaAdabar,DB09 
4255,2017-12-20,16,513,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Wednesday,BinaAdabar,DB09 
4256,2017-12-21,16,513,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Thursday,BinaAdabar,DB09 
4257,2017-12-22,19,513,0.05,0.01,0.0,18 to 19,0.0020833333333333333,0.004148511169990534,Friday,BinaAdabar,DB09 
4258,2017-12-23,14,513,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Saturday,BinaAdabar,DB09 
4259,2017-12-24,14,513,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Sunday,BinaAdabar,DB09 
4260,2017-12-25,13,513,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Monday,BinaAdabar,DB09 
4261,2017-12-26,14,513,0.1,0.01,0.0,01 to 02,0.004166666666666668,0.00503610155185335,Tuesday,BinaAdabar,DB09 
4262,2018-04-01,17,513,0.07,0.01,0.0,02 to 03,0.0029166666666666672,0.0046430562148753645,Sunday,BinaAdabar,DB09 
4263,2018-05-01,19,513,0.05,0.01,0.0,03 to 04,0.0020833333333333333,0.004148511169990534,Tuesday,BinaAdabar,DB09 
4264,2018-06-01,18,513,0.06,0.01,0.0,04 to 05,0.0025,0.004423258684646914,Friday,BinaAdabar,DB09 
4265,2018-07-01,23,513,0.01,0.01,0.0,05 to 06,0.0004166666666666667,0.002041241452319315,Sunday,BinaAdabar,DB09 
4266,2016-01-02,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Saturday,BipinAdabar,DB12 
4267,2016-02-02,13,648,0.12,0.02,0.0,18 to 19,0.004999999999999999,0.0058976782461958865,Tuesday,BipinAdabar,DB12 
4268,2016-03-02,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646913,Wednesday,BipinAdabar,DB12 
4269,2016-04-02,19,648,0.05,0.01,0.0,02 to 03,0.0020833333333333333,0.004148511169990534,Saturday,BipinAdabar,DB12 
4270,2016-05-02,15,648,0.09,0.01,0.0,02 to 03,0.00375,0.004945353550468404,Monday,BipinAdabar,DB12 
4271,2016-06-02,12,648,0.13,0.02,0.0,22 to 23,0.005416666666666667,0.005882299658752715,Thursday,BipinAdabar,DB12 
4272,2016-07-02,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Saturday,BipinAdabar,DB12 
4273,2016-08-02,17,648,0.08,0.02,0.0,19 to 20,0.0033333333333333327,0.0056465970257327976,Tuesday,BipinAdabar,DB12 
4274,2016-09-02,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646913,Friday,BipinAdabar,DB12 
4275,2016-10-02,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,BipinAdabar,DB12 
4276,2016-11-02,16,648,0.08,0.01,0.0,02 to 03,0.0033333333333333327,0.004815434123430768,Wednesday,BipinAdabar,DB12 
4277,2016-12-02,17,648,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Friday,BipinAdabar,DB12 
4278,2016-02-13,14,648,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Saturday,BipinAdabar,DB12 
4279,2016-02-14,22,648,0.02,0.01,0.0,02 to 03,0.0008333333333333334,0.0028232985128663988,Sunday,BipinAdabar,DB12 
4280,2016-02-15,18,648,0.06,0.01,0.0,18 to 19,0.0025,0.004423258684646914,Monday,BipinAdabar,DB12 
4281,2016-02-16,16,648,0.08,0.01,0.0,03 to 04,0.0033333333333333327,0.004815434123430768,Tuesday,BipinAdabar,DB12 
4282,2016-02-17,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,BipinAdabar,DB12 
4283,2016-02-18,15,648,0.09,0.01,0.0,01 to 02,0.00375,0.004945353550468404,Thursday,BipinAdabar,DB12 
4284,2016-02-19,16,648,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Friday,BipinAdabar,DB12 
4285,2016-02-20,16,648,0.09,0.02,0.0,23 to 24,0.00375,0.005757792451369144,Saturday,BipinAdabar,DB12 
4286,2016-02-21,13,648,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Sunday,BipinAdabar,DB12 
4287,2016-02-22,16,648,0.08,0.01,0.0,00 to 01,0.0033333333333333327,0.004815434123430768,Monday,BipinAdabar,DB12 
4288,2016-02-23,15,648,0.1,0.02,0.0,21 to 22,0.004166666666666668,0.005835920751217649,Tuesday,BipinAdabar,DB12 
4289,2016-02-24,17,648,0.07,0.01,0.0,03 to 04,0.0029166666666666672,0.0046430562148753645,Wednesday,BipinAdabar,DB12 
4290,2016-02-25,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Thursday,BipinAdabar,DB12 
4291,2016-02-26,12,648,0.13,0.02,0.0,01 to 02,0.005416666666666666,0.005882299658752715,Friday,BipinAdabar,DB12 
4292,2016-02-27,18,648,0.07,0.02,0.0,18 to 19,0.0029166666666666672,0.0055003293709018726,Saturday,BipinAdabar,DB12 
4293,2016-02-28,14,648,0.13,0.04,0.0,22 to 23,0.005416666666666667,0.008836272412331321,Sunday,BipinAdabar,DB12 
4294,2016-02-29,11,648,0.13,0.01,0.0,00 to 01,0.005416666666666666,0.005089773777040516,Monday,BipinAdabar,DB12 
4295,2016-01-03,15,648,0.1,0.02,0.0,23 to 24,0.004166666666666668,0.005835920751217648,Sunday,BipinAdabar,DB12 
4296,2016-02-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,BipinAdabar,DB12 
4297,2016-03-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Thursday,BipinAdabar,DB12 
4298,2016-04-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,BipinAdabar,DB12 
4299,2016-05-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,BipinAdabar,DB12 
4300,2016-06-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Friday,BipinAdabar,DB12 
4301,2016-07-03,18,648,0.06,0.01,0.0,03 to 04,0.0025,0.004423258684646914,Sunday,BipinAdabar,DB12 
4302,2016-08-03,12,648,0.13,0.02,0.0,20 to 21,0.005416666666666667,0.005882299658752715,Wednesday,BipinAdabar,DB12 
4303,2016-09-03,16,648,0.08,0.01,0.0,03 to 04,0.0033333333333333327,0.004815434123430768,Saturday,BipinAdabar,DB12 
4304,2016-10-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Monday,BipinAdabar,DB12 
4305,2016-11-03,23,648,0.01,0.01,0.0,22 to 23,0.0004166666666666667,0.002041241452319316,Thursday,BipinAdabar,DB12 
4306,2016-12-03,22,648,0.02,0.01,0.0,04 to 05,0.0008333333333333334,0.0028232985128663988,Saturday,BipinAdabar,DB12 
4307,2016-03-13,22,648,0.02,0.01,0.0,18 to 19,0.0008333333333333334,0.0028232985128664,Sunday,BipinAdabar,DB12 
4308,2016-03-14,22,648,0.02,0.01,0.0,01 to 02,0.0008333333333333334,0.0028232985128663988,Monday,BipinAdabar,DB12 
4309,2016-03-15,21,648,0.03,0.01,0.0,01 to 02,0.00125,0.0033783196234608804,Tuesday,BipinAdabar,DB12 
4310,2016-03-16,23,648,0.01,0.01,0.0,23 to 24,0.0004166666666666667,0.002041241452319316,Wednesday,BipinAdabar,DB12 
4311,2016-03-17,19,648,0.05,0.01,0.0,01 to 02,0.0020833333333333333,0.004148511169990534,Thursday,BipinAdabar,DB12 
4312,2016-03-18,16,648,0.2,0.13,0.0,23 to 24,0.008333333333333333,0.02632021320560314,Friday,BipinAdabar,DB12 
4313,2016-03-19,11,648,0.81,0.15,0.0,01 to 02,0.03375000000000001,0.05708974628105105,Saturday,BipinAdabar,DB12 
4314,2016-03-20,13,648,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Sunday,BipinAdabar,DB12 
4315,2016-03-21,19,648,0.05,0.01,0.0,03 to 04,0.0020833333333333333,0.004148511169990534,Monday,BipinAdabar,DB12 
4316,2016-03-22,21,648,0.03,0.01,0.0,04 to 05,0.00125,0.003378319623460881,Tuesday,BipinAdabar,DB12 
4317,2016-03-23,22,648,0.02,0.01,0.0,01 to 02,0.0008333333333333334,0.0028232985128663988,Wednesday,BipinAdabar,DB12 
4318,2016-03-24,20,648,0.04,0.01,0.0,01 to 02,0.0016666666666666668,0.003806934938134405,Thursday,BipinAdabar,DB12 
4319,2016-03-25,23,648,0.01,0.01,0.0,04 to 05,0.0004166666666666667,0.002041241452319315,Friday,BipinAdabar,DB12 
4320,2016-03-26,20,648,0.04,0.01,0.0,20 to 21,0.0016666666666666668,0.003806934938134405,Saturday,BipinAdabar,DB12 
4321,2016-03-27,11,648,0.14,0.02,0.0,11 to 12,0.005833333333333333,0.005835920751217649,Sunday,BipinAdabar,DB12 
4322,2016-03-28,19,648,0.05,0.01,0.0,03 to 04,0.0020833333333333333,0.004148511169990534,Monday,BipinAdabar,DB12 
4323,2016-03-29,20,648,0.04,0.01,0.0,03 to 04,0.0016666666666666668,0.003806934938134405,Tuesday,BipinAdabar,DB12 
4324,2016-03-30,19,648,0.05,0.01,0.0,01 to 02,0.0020833333333333333,0.004148511169990534,Wednesday,BipinAdabar,DB12 
4325,2016-03-31,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646914,Thursday,BipinAdabar,DB12 
4326,2016-01-04,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Monday,BipinAdabar,DB12 
4327,2016-02-04,17,648,0.07,0.01,0.0,00 to 01,0.0029166666666666672,0.0046430562148753645,Thursday,BipinAdabar,DB12 
4328,2016-03-04,18,648,0.06,0.01,0.0,03 to 04,0.0025,0.004423258684646913,Friday,BipinAdabar,DB12 
4329,2016-04-04,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646913,Monday,BipinAdabar,DB12 
4330,2016-05-04,17,648,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Wednesday,BipinAdabar,DB12 
4331,2016-06-04,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Saturday,BipinAdabar,DB12 
4332,2016-07-04,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Monday,BipinAdabar,DB12 
4333,2016-08-04,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Thursday,BipinAdabar,DB12 
4334,2016-09-04,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,BipinAdabar,DB12 
4335,2016-10-04,14,648,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Tuesday,BipinAdabar,DB12 
4336,2016-11-04,17,648,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Friday,BipinAdabar,DB12 
4337,2016-12-04,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646914,Sunday,BipinAdabar,DB12 
4338,2016-04-13,15,648,0.09,0.01,0.0,01 to 02,0.00375,0.004945353550468404,Wednesday,BipinAdabar,DB12 
4339,2016-04-14,18,648,0.06000000000000001,0.01,0.0,00 to 01,0.0025,0.004423258684646916,Thursday,BipinAdabar,DB12 
4340,2016-04-19,19,648,0.05,0.01,0.0,19 to 20,0.0020833333333333333,0.004148511169990534,Tuesday,BipinAdabar,DB12 
4341,2016-04-20,19,648,0.05,0.01,0.0,00 to 01,0.0020833333333333333,0.004148511169990532,Wednesday,BipinAdabar,DB12 
4342,2016-04-26,22,648,0.02,0.01,0.0,20 to 21,0.0008333333333333334,0.0028232985128664,Tuesday,BipinAdabar,DB12 
4343,2016-04-27,19,648,0.05,0.01,0.0,01 to 02,0.0020833333333333333,0.004148511169990533,Wednesday,BipinAdabar,DB12 
4344,2016-04-29,21,648,0.03,0.01,0.0,19 to 20,0.00125,0.003378319623460881,Friday,BipinAdabar,DB12 
4345,2016-04-30,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646914,Saturday,BipinAdabar,DB12 
4346,2016-01-05,19,648,0.05,0.01,0.0,02 to 03,0.0020833333333333333,0.004148511169990534,Tuesday,BipinAdabar,DB12 
4347,2016-02-05,22,648,0.02,0.01,0.0,03 to 04,0.0008333333333333334,0.0028232985128663988,Friday,BipinAdabar,DB12 
4348,2016-11-05,22,648,0.02,0.01,0.0,22 to 23,0.0008333333333333334,0.0028232985128664,Saturday,BipinAdabar,DB12 
4349,2016-01-02,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Saturday,BiraDhalBehera,DB08 
4350,2016-02-02,13,648,0.12,0.02,0.0,18 to 19,0.004999999999999999,0.0058976782461958865,Tuesday,BiraDhalBehera,DB08 
4351,2016-03-02,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646913,Wednesday,BiraDhalBehera,DB08 
4352,2016-04-02,19,648,0.05,0.01,0.0,02 to 03,0.0020833333333333333,0.004148511169990534,Saturday,BiraDhalBehera,DB08 
4353,2016-05-02,15,648,0.09,0.01,0.0,02 to 03,0.00375,0.004945353550468404,Monday,BiraDhalBehera,DB08 
4354,2016-06-02,12,648,0.13,0.02,0.0,22 to 23,0.005416666666666667,0.005882299658752715,Thursday,BiraDhalBehera,DB08 
4355,2016-07-02,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Saturday,BiraDhalBehera,DB08 
4356,2016-08-02,17,648,0.08,0.02,0.0,19 to 20,0.0033333333333333327,0.0056465970257327976,Tuesday,BiraDhalBehera,DB08 
4357,2016-09-02,18,648,0.06,0.01,0.0,01 to 02,0.0025,0.004423258684646913,Friday,BiraDhalBehera,DB08 
4358,2016-10-02,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,BiraDhalBehera,DB08 
4359,2016-11-02,16,648,0.08,0.01,0.0,02 to 03,0.0033333333333333327,0.004815434123430768,Wednesday,BiraDhalBehera,DB08 
4360,2016-12-02,17,648,0.07,0.01,0.0,01 to 02,0.0029166666666666672,0.0046430562148753645,Friday,BiraDhalBehera,DB08 
4361,2016-02-13,14,648,0.1,0.01,0.0,00 to 01,0.004166666666666668,0.00503610155185335,Saturday,BiraDhalBehera,DB08 
4362,2016-02-14,22,648,0.02,0.01,0.0,02 to 03,0.0008333333333333334,0.0028232985128663988,Sunday,BiraDhalBehera,DB08 
4363,2016-02-15,18,648,0.06,0.01,0.0,18 to 19,0.0025,0.004423258684646914,Monday,BiraDhalBehera,DB08 
4364,2016-02-16,16,648,0.08,0.01,0.0,03 to 04,0.0033333333333333327,0.004815434123430768,Tuesday,BiraDhalBehera,DB08 
4365,2016-02-17,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,BiraDhalBehera,DB08 
4366,2016-02-18,15,648,0.09,0.01,0.0,01 to 02,0.00375,0.004945353550468404,Thursday,BiraDhalBehera,DB08 
4367,2016-02-19,16,648,0.08,0.01,0.0,01 to 02,0.0033333333333333327,0.004815434123430768,Friday,BiraDhalBehera,DB08 
4368,2016-02-20,16,648,0.09,0.02,0.0,23 to 24,0.00375,0.005757792451369144,Saturday,BiraDhalBehera,DB08 
4369,2016-02-21,13,648,0.11,0.01,0.0,00 to 01,0.0045833333333333325,0.005089773777040515,Sunday,BiraDhalBehera,DB08 
4370,2016-02-22,16,648,0.08,0.01,0.0,00 to 01,0.0033333333333333327,0.004815434123430768,Monday,BiraDhalBehera,DB08 
4371,2016-02-23,15,648,0.1,0.02,0.0,21 to 22,0.004166666666666668,0.005835920751217649,Tuesday,BiraDhalBehera,DB08 
4372,2016-02-24,17,648,0.07,0.01,0.0,03 to 04,0.0029166666666666672,0.0046430562148753645,Wednesday,BiraDhalBehera,DB08 
4373,2016-02-25,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Thursday,BiraDhalBehera,DB08 
4374,2016-02-26,12,648,0.13,0.02,0.0,01 to 02,0.005416666666666666,0.005882299658752715,Friday,BiraDhalBehera,DB08 
4375,2016-02-27,18,648,0.07,0.02,0.0,18 to 19,0.0029166666666666672,0.0055003293709018726,Saturday,BiraDhalBehera,DB08 
4376,2016-02-28,14,648,0.13,0.04,0.0,22 to 23,0.005416666666666667,0.008836272412331321,Sunday,BiraDhalBehera,DB08 
4377,2016-02-29,11,648,0.13,0.01,0.0,00 to 01,0.005416666666666666,0.005089773777040516,Monday,BiraDhalBehera,DB08 
4378,2016-01-03,15,648,0.1,0.02,0.0,23 to 24,0.004166666666666668,0.005835920751217648,Sunday,BiraDhalBehera,DB08 
4379,2016-02-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Wednesday,BiraDhalBehera,DB08 
4380,2016-03-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Thursday,BiraDhalBehera,DB08 
4381,2016-04-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Sunday,BiraDhalBehera,DB08 
4382,2016-05-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Tuesday,BiraDhalBehera,DB08 
4383,2016-06-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Friday,BiraDhalBehera,DB08 
4384,2016-07-03,18,648,0.06,0.01,0.0,03 to 04,0.0025,0.004423258684646914,Sunday,BiraDhalBehera,DB08 
4385,2016-08-03,12,648,0.13,0.02,0.0,20 to 21,0.005416666666666667,0.005882299658752715,Wednesday,BiraDhalBehera,DB08 
4386,2016-09-03,16,648,0.08,0.01,0.0,03 to 04,0.0033333333333333327,0.004815434123430768,Saturday,BiraDhalBehera,DB08 
4387,2016-10-03,12,648,0.12,0.01,0.0,00 to 01,0.004999999999999999,0.0051075391845524926,Monday,BiraDhalBehera,DB08 
4388,2016-11-03,23,648,0.01,0.01,0.0,22 to 23,0.0004166666666666667,0.002041241452319316,Thursday,BiraDhalBehera,DB08 
4389,2016-12-03,22,648,0.02,0.01,0.0,04 to 05,0.0008333333333333334,0.0028232985128663988,Saturday,BiraDhalBehera,DB08 
4390,2016-03-13,22,648,0.02,0.01,0.0,18 to 19,0.0008333333333333334,0.0028232985128664,Sunday,BiraDhalBehera,DB08 
