,DB,Date,UnitsConsumed
2144,DB08 ,3/30/2017,2.13
2145,DB08 ,3/31/2017,2.23
2146,DB08 ,4/4/2017,2.22
2147,DB08 ,4/5/2017,3.39
2148,DB08 ,4/6/2017,3.06
2149,DB08 ,4/7/2017,1.23
2150,DB08 ,4/9/2017,0.19
2151,DB08 ,4/10/2017,0.82
2152,DB08 ,4/11/2017,0.24
2153,DB08 ,4/13/2017,2.41
2154,DB08 ,4/14/2017,2.25
2155,DB08 ,4/15/2017,2.08
2156,DB08 ,4/16/2017,1.86
2157,DB08 ,4/17/2017,2.44
2158,DB08 ,4/18/2017,2.38
2159,DB08 ,4/19/2017,2.44
2160,DB08 ,4/20/2017,2.69
2161,DB08 ,4/21/2017,2.35
2162,DB08 ,4/22/2017,2.18
2163,DB08 ,4/23/2017,2.63
2164,DB08 ,4/24/2017,2.99
2165,DB08 ,4/25/2017,2.73
2166,DB08 ,4/26/2017,2.88
2167,DB08 ,4/27/2017,1.8
2168,DB08 ,4/28/2017,3.16
2169,DB08 ,4/29/2017,2.85
2170,DB08 ,4/30/2017,3.18
2171,DB08 ,5/4/2017,2.44
2172,DB08 ,5/5/2017,2.65
2173,DB08 ,5/6/2017,2.99
2174,DB08 ,5/7/2017,1.24
2175,DB08 ,5/9/2017,0.23
2176,DB08 ,5/10/2017,0.93
2177,DB08 ,5/13/2017,3.71
2178,DB08 ,5/14/2017,3.44
2179,DB08 ,5/15/2017,3.45
2180,DB08 ,5/16/2017,3.22
2181,DB08 ,5/17/2017,3.37
2182,DB08 ,5/18/2017,3.42
2183,DB08 ,5/19/2017,3.91
2184,DB08 ,5/20/2017,3.41
2185,DB08 ,5/21/2017,4.26
2186,DB08 ,5/22/2017,3.44
2187,DB08 ,5/23/2017,3.35
2188,DB08 ,5/24/2017,3.07
2189,DB08 ,5/25/2017,3.86
2190,DB08 ,5/26/2017,3.12
2191,DB08 ,5/27/2017,2.47
2192,DB08 ,5/28/2017,3.52
2193,DB08 ,5/29/2017,4.33
2194,DB08 ,5/30/2017,3.61
2195,DB08 ,5/31/2017,2.96
2196,DB08 ,6/4/2017,1.92
2197,DB08 ,6/5/2017,2.75
2198,DB08 ,6/6/2017,2.02
2199,DB08 ,6/7/2017,1.76
2200,DB08 ,6/9/2017,0.19
2201,DB08 ,6/10/2017,0.97
2202,DB08 ,6/13/2017,3.81
2203,DB08 ,6/14/2017,1.95
2204,DB08 ,6/15/2017,3.92
2205,DB08 ,6/16/2017,3.59
2206,DB08 ,6/17/2017,2.68
2207,DB08 ,6/18/2017,2.52
2208,DB08 ,6/28/2017,1.45
2209,DB08 ,6/29/2017,1.84
2210,DB08 ,6/30/2017,2.06
2211,DB08 ,7/4/2017,1.93
2212,DB08 ,7/5/2017,2.84
2213,DB08 ,7/6/2017,3.28
2214,DB08 ,7/7/2017,1.48
2215,DB08 ,7/9/2017,0.26
2216,DB08 ,7/10/2017,0.88
2217,DB08 ,8/4/2017,1.73
2218,DB08 ,8/5/2017,2.53
2219,DB08 ,8/6/2017,3.74
2220,DB08 ,8/7/2017,2.35
2221,DB08 ,8/9/2017,0.06
2222,DB08 ,8/10/2017,0.85
2223,DB08 ,8/11/2017,0.39
2224,DB08 ,9/4/2017,1.8
2225,DB08 ,9/5/2017,2.57
2226,DB08 ,9/6/2017,3.89
2227,DB08 ,9/7/2017,1.85
2228,DB08 ,9/9/2017,0.3
2229,DB08 ,9/10/2017,0.6
2230,DB08 ,9/11/2017,0.54
2231,DB08 ,9/14/2017,0.62
2232,DB08 ,9/15/2017,0.75
2233,DB08 ,9/16/2017,0.7
2234,DB08 ,9/17/2017,0.66
2235,DB08 ,9/18/2017,0.25
2236,DB08 ,9/20/2017,0.76
2237,DB08 ,9/22/2017,0.61
2238,DB08 ,9/23/2017,0.72
2239,DB08 ,9/24/2017,0.58
2240,DB08 ,9/25/2017,0.84
2241,DB08 ,9/26/2017,0.85
2242,DB08 ,9/27/2017,0.76
2243,DB08 ,9/28/2017,0.65
2244,DB08 ,9/29/2017,0.74
2245,DB08 ,9/30/2017,0.63
2246,DB08 ,10/4/2017,1.83
2247,DB08 ,10/5/2017,2.63
2248,DB08 ,10/6/2017,3.61
2249,DB08 ,10/7/2017,1.1
2250,DB08 ,10/9/2017,0.51
2251,DB08 ,10/10/2017,1.06
2252,DB08 ,10/11/2017,0.55
2253,DB08 ,10/13/2017,0.29
2254,DB08 ,10/15/2017,0.01
2255,DB08 ,10/17/2017,0.23
2256,DB08 ,10/18/2017,0.62
2257,DB08 ,10/19/2017,0.61
2258,DB08 ,10/20/2017,0.15
2259,DB08 ,10/24/2017,0.08
2260,DB08 ,10/30/2017,0.06
2261,DB08 ,11/4/2017,2.01
2262,DB08 ,11/5/2017,3.12
2263,DB08 ,11/6/2017,3.7
2264,DB08 ,11/7/2017,0.36
2265,DB08 ,11/9/2017,0.7
2266,DB08 ,11/10/2017,0.95
2267,DB08 ,11/11/2017,0.6
2268,DB08 ,11/12/2017,0.48
2269,DB08 ,11/13/2017,0.58
2270,DB08 ,11/14/2017,0.89
2271,DB08 ,11/15/2017,0.81
2272,DB08 ,11/16/2017,0.48
2273,DB08 ,12/4/2017,2.34
2274,DB08 ,12/5/2017,3.12
2275,DB08 ,12/6/2017,3.65
2276,DB08 ,12/9/2017,0.02
2277,DB08 ,12/10/2017,0.68
2278,DB08 ,12/11/2017,0.64
2279,DB08 ,12/12/2017,0.96
2280,DB08 ,12/13/2017,0.34
2281,DB08 ,12/15/2017,0.64
2282,DB08 ,12/16/2017,1.02
2283,DB08 ,12/17/2017,0.9
2284,DB08 ,12/18/2017,0.81
2285,DB08 ,12/19/2017,1.18
2286,DB08 ,12/20/2017,1.75
2287,DB08 ,12/21/2017,2.22
2288,DB08 ,12/22/2017,1.9
2289,DB08 ,12/23/2017,1.95
2290,DB08 ,12/24/2017,1.78
2291,DB08 ,12/25/2017,1.57
2292,DB08 ,12/26/2017,0.95
2293,DB08 ,4/1/2018,1.48
2294,DB08 ,5/1/2018,1.62
2295,DB08 ,6/1/2018,1.31
2296,DB08 ,7/1/2018,0.24
2297,DB09 ,1/2/2016,0.47
2298,DB09 ,1/3/2016,0.66
2299,DB09 ,1/4/2016,1.58
2300,DB09 ,1/5/2016,1.52
2301,DB09 ,1/6/2016,0.92
2302,DB09 ,1/12/2016,0.36
2303,DB09 ,2/2/2016,0.59
2304,DB09 ,2/3/2016,0.86
2305,DB09 ,2/4/2016,1.79
2306,DB09 ,2/5/2016,1.49
2307,DB09 ,2/12/2016,0.02
2308,DB09 ,2/13/2016,0.93
2309,DB09 ,2/14/2016,0.29
2310,DB09 ,2/16/2016,0.51
2311,DB09 ,2/17/2016,0.92
2312,DB09 ,2/18/2016,1
2313,DB09 ,2/19/2016,0.88
2314,DB09 ,2/20/2016,0.8
2315,DB09 ,2/21/2016,0.78
2316,DB09 ,2/22/2016,0.8
2317,DB09 ,2/23/2016,0.67
2318,DB09 ,2/24/2016,0.69
2319,DB09 ,2/25/2016,0.8
2320,DB09 ,2/26/2016,0.61
2321,DB09 ,2/27/2016,0.36
2322,DB09 ,2/28/2016,0.54
2323,DB09 ,2/29/2016,0.68
2324,DB09 ,3/2/2016,0.97
2325,DB09 ,3/3/2016,0.77
2326,DB09 ,3/4/2016,1.72
2327,DB09 ,3/5/2016,1.8
2328,DB09 ,3/12/2016,0.3
2329,DB09 ,3/13/2016,0.78
2330,DB09 ,3/14/2016,0.73
2331,DB09 ,3/15/2016,0.7
2332,DB09 ,3/16/2016,0.89
2333,DB09 ,3/17/2016,1.36
2334,DB09 ,3/18/2016,1.48
2335,DB09 ,3/19/2016,1.47
2336,DB09 ,3/20/2016,1.55
2337,DB09 ,3/21/2016,1.47
2338,DB09 ,3/22/2016,1.48
2339,DB09 ,3/23/2016,1.63
2340,DB09 ,3/24/2016,1.56
2341,DB09 ,3/25/2016,1.78
2342,DB09 ,3/26/2016,1.62
2343,DB09 ,3/27/2016,1.64
2344,DB09 ,3/28/2016,1.66
2345,DB09 ,3/29/2016,1.68
2346,DB09 ,3/30/2016,1.71
2347,DB09 ,3/31/2016,1.85
2348,DB09 ,4/2/2016,0.93
2349,DB09 ,4/3/2016,0.76
2350,DB09 ,4/4/2016,1.62
2351,DB09 ,4/5/2016,1.49
2352,DB09 ,4/12/2016,0.37
2353,DB09 ,4/13/2016,1.75
2354,DB09 ,4/14/2016,1.27
2355,DB09 ,4/16/2016,0.83
2356,DB09 ,4/17/2016,1.65
2357,DB09 ,4/18/2016,1.73
2358,DB09 ,4/19/2016,1.59
2359,DB09 ,4/20/2016,0.66
2360,DB09 ,4/25/2016,1.42
2361,DB09 ,4/26/2016,2.25
2362,DB09 ,4/27/2016,3.88
2363,DB09 ,4/28/2016,1.44
2364,DB09 ,4/29/2016,1.07
2365,DB09 ,4/30/2016,1.22
2366,DB09 ,5/2/2016,0.81
2367,DB09 ,5/3/2016,0.85
2368,DB09 ,5/4/2016,1.69
2369,DB09 ,5/5/2016,0.6
2370,DB09 ,5/12/2016,0.06
2371,DB09 ,5/13/2016,0.7
2372,DB09 ,5/14/2016,0.79
2373,DB09 ,5/15/2016,0.78
2374,DB09 ,5/16/2016,0.55
2375,DB09 ,5/17/2016,0.91
2376,DB09 ,5/18/2016,1.01
2377,DB09 ,5/19/2016,0.67
2378,DB09 ,5/20/2016,0.87
2379,DB09 ,5/21/2016,0.65
2380,DB09 ,5/22/2016,0.93
2381,DB09 ,5/23/2016,0.89
2382,DB09 ,5/24/2016,1.06
2383,DB09 ,5/25/2016,1.09
2384,DB09 ,5/26/2016,1.33
2385,DB09 ,5/27/2016,1.22
2386,DB09 ,5/28/2016,1.67
2387,DB09 ,5/29/2016,1.59
2388,DB09 ,5/30/2016,1.4
2389,DB09 ,5/31/2016,1.55
2390,DB09 ,6/2/2016,0.78
2391,DB09 ,6/3/2016,0.74
2392,DB09 ,6/4/2016,1.42
2393,DB09 ,6/5/2016,0.76
2394,DB09 ,7/2/2016,0.73
2395,DB09 ,7/3/2016,0.72
2396,DB09 ,7/4/2016,1.59
2397,DB09 ,7/5/2016,0.53
2398,DB09 ,8/2/2016,0.82
2399,DB09 ,8/3/2016,0.79
2400,DB09 ,8/4/2016,1.57
2401,DB09 ,8/5/2016,0.6
2402,DB09 ,9/2/2016,0.99
2403,DB09 ,9/3/2016,0.78
2404,DB09 ,9/4/2016,1
2405,DB09 ,9/5/2016,0.48
2406,DB09 ,9/11/2016,0.04
2407,DB09 ,9/12/2016,0.33
2408,DB09 ,10/2/2016,1.16
2409,DB09 ,10/3/2016,0.86
2410,DB09 ,10/4/2016,0.76
2411,DB09 ,10/5/2016,0.8
2412,DB09 ,10/12/2016,0.06
2413,DB09 ,11/2/2016,1.04
2414,DB09 ,11/3/2016,0.68
2415,DB09 ,11/4/2016,0.78
2416,DB09 ,11/5/2016,0.32
2417,DB09 ,11/14/2016,0.38
2418,DB09 ,11/15/2016,0.48
2419,DB09 ,11/16/2016,0.43
2420,DB09 ,11/17/2016,0.44
2421,DB09 ,11/18/2016,0.46
2422,DB09 ,11/19/2016,0.43
2423,DB09 ,11/20/2016,0.48
2424,DB09 ,11/21/2016,0.37
2425,DB09 ,11/22/2016,0.35
2426,DB09 ,11/30/2016,0.42
2427,DB09 ,12/2/2016,0.96
2428,DB09 ,12/3/2016,1.38
2429,DB09 ,12/4/2016,0.96
2430,DB09 ,12/5/2016,0.5
2431,DB09 ,12/13/2016,0.38
2432,DB09 ,12/14/2016,0.49
2433,DB09 ,12/15/2016,0.05
2434,DB09 ,1/4/2017,1.85
2435,DB09 ,1/5/2017,0.59
2436,DB09 ,1/6/2017,2.17
2437,DB09 ,1/7/2017,0.62
2438,DB09 ,1/10/2017,1.8
2439,DB09 ,2/4/2017,1.72
2440,DB09 ,2/5/2017,2.32
2441,DB09 ,2/6/2017,1.78
2442,DB09 ,2/7/2017,0.55
2443,DB09 ,2/9/2017,0.61
2444,DB09 ,2/10/2017,1.67
2445,DB09 ,2/11/2017,0.02
2446,DB09 ,3/4/2017,0.54
2447,DB09 ,3/5/2017,1.26
2448,DB09 ,3/6/2017,1.51
2449,DB09 ,3/9/2017,1.28
2450,DB09 ,3/10/2017,1.56
2451,DB09 ,3/11/2017,0.41
2452,DB09 ,3/19/2017,0.21
2453,DB09 ,3/20/2017,0.26
2454,DB09 ,3/21/2017,0.34
2455,DB09 ,3/22/2017,0.11
2456,DB09 ,3/23/2017,0.53
2457,DB09 ,3/24/2017,0.88
2458,DB09 ,3/25/2017,0.45
2459,DB09 ,3/26/2017,1
2460,DB09 ,3/28/2017,0.97
2461,DB09 ,3/29/2017,0.4
2462,DB09 ,3/30/2017,0.45
2463,DB09 ,3/31/2017,1.31
2464,DB09 ,4/4/2017,0.42
2465,DB09 ,4/5/2017,2.07
2466,DB09 ,4/6/2017,2.01
2467,DB09 ,4/7/2017,0.92
2468,DB09 ,4/9/2017,1.55
2469,DB09 ,4/10/2017,1.1
2470,DB09 ,4/11/2017,0.48
2471,DB09 ,4/13/2017,0.47
2472,DB09 ,4/14/2017,1.19
2473,DB09 ,4/15/2017,1.71
2474,DB09 ,4/16/2017,1.05
2475,DB09 ,4/17/2017,1.43
2476,DB09 ,4/18/2017,1.19
2477,DB09 ,4/19/2017,1.47
2478,DB09 ,4/20/2017,1.44
2479,DB09 ,4/21/2017,1.39
2480,DB09 ,4/22/2017,1.04
2481,DB09 ,4/23/2017,1.06
2482,DB09 ,4/24/2017,1.24
2483,DB09 ,4/25/2017,1.58
2484,DB09 ,4/26/2017,1.13
2485,DB09 ,4/27/2017,0.59
2486,DB09 ,4/28/2017,1.49
2487,DB09 ,4/29/2017,1.54
2488,DB09 ,4/30/2017,0.98
2489,DB09 ,5/4/2017,0.6
2490,DB09 ,5/5/2017,1.78
2491,DB09 ,5/6/2017,1.99
2492,DB09 ,5/7/2017,0.83
2493,DB09 ,5/9/2017,1.69
2494,DB09 ,5/10/2017,0.96
2495,DB09 ,5/11/2017,0.54
2496,DB09 ,5/13/2017,1.43
2497,DB09 ,5/14/2017,1.27
2498,DB09 ,5/15/2017,0.72
2499,DB09 ,5/16/2017,1.89
2500,DB09 ,5/17/2017,1.75
2501,DB09 ,5/18/2017,1.38
2502,DB09 ,5/19/2017,2.16
2503,DB09 ,5/20/2017,2.93
2504,DB09 ,5/21/2017,2.16
2505,DB09 ,5/22/2017,1.17
2506,DB09 ,5/23/2017,2.36
2507,DB09 ,5/24/2017,2.74
2508,DB09 ,5/25/2017,3.82
2509,DB09 ,5/26/2017,2.98
2510,DB09 ,5/27/2017,2.14
2511,DB09 ,5/28/2017,2.17
2512,DB09 ,5/29/2017,2.7
2513,DB09 ,5/30/2017,2.7
2514,DB09 ,5/31/2017,2.49
2515,DB09 ,6/1/2017,0.27
2516,DB09 ,6/4/2017,1.23
2517,DB09 ,6/5/2017,2.03
2518,DB09 ,6/6/2017,1.55
2519,DB09 ,6/7/2017,1.48
2520,DB09 ,6/9/2017,1.61
2521,DB09 ,6/10/2017,0.84
2522,DB09 ,6/11/2017,0.54
2523,DB09 ,6/13/2017,3.13
2524,DB09 ,6/14/2017,2.58
2525,DB09 ,6/15/2017,2.66
2526,DB09 ,6/16/2017,2.84
2527,DB09 ,6/17/2017,1.79
2528,DB09 ,6/18/2017,1.77
2529,DB09 ,6/28/2017,0.92
2530,DB09 ,6/29/2017,1.57
2531,DB09 ,6/30/2017,1.5
2532,DB09 ,7/1/2017,0.42
2533,DB09 ,7/4/2017,0.67
2534,DB09 ,7/5/2017,2.26
2535,DB09 ,7/6/2017,2.39
2536,DB09 ,7/7/2017,1.33
2537,DB09 ,7/9/2017,1.42
2538,DB09 ,7/10/2017,1.28
2539,DB09 ,7/11/2017,0.61
2540,DB09 ,8/1/2017,0.11
2541,DB09 ,8/4/2017,0.32
2542,DB09 ,8/5/2017,2.01
2543,DB09 ,8/6/2017,2.76
2544,DB09 ,8/7/2017,1.8
2545,DB09 ,8/9/2017,1.17
2546,DB09 ,8/10/2017,0.65
2547,DB09 ,8/11/2017,0.68
2548,DB09 ,9/4/2017,0.15
2549,DB09 ,9/5/2017,2.03
2550,DB09 ,9/6/2017,2.78
2551,DB09 ,9/7/2017,1.19
2552,DB09 ,9/9/2017,1.26
2553,DB09 ,9/11/2017,0.79
2554,DB09 ,9/14/2017,0.87
2555,DB09 ,9/15/2017,1.47
2556,DB09 ,9/16/2017,0.75
2557,DB09 ,9/17/2017,1.32
2558,DB09 ,9/18/2017,0.52
2559,DB09 ,9/20/2017,0.93
2560,DB09 ,9/22/2017,1.37
2561,DB09 ,9/23/2017,1.48
2562,DB09 ,9/24/2017,1.38
2563,DB09 ,9/25/2017,1.98
2564,DB09 ,9/26/2017,1.29
2565,DB09 ,9/27/2017,1.96
2566,DB09 ,9/28/2017,1.32
2567,DB09 ,9/29/2017,1.26
2568,DB09 ,9/30/2017,1.15
2569,DB09 ,10/4/2017,0.19
2570,DB09 ,10/5/2017,1.7
2571,DB09 ,10/6/2017,2.56
2572,DB09 ,10/7/2017,0.86
2573,DB09 ,10/9/2017,1.23
2574,DB09 ,10/11/2017,0.71
2575,DB09 ,10/12/2017,0.01
2576,DB09 ,10/13/2017,0.33
2577,DB09 ,10/15/2017,0.14
2578,DB09 ,10/17/2017,0.2
2579,DB09 ,10/18/2017,0.54
2580,DB09 ,10/19/2017,0.92
2581,DB09 ,10/20/2017,0.2
2582,DB09 ,10/24/2017,0.52
2583,DB09 ,10/25/2017,0.9
2584,DB09 ,10/26/2017,0.52
2585,DB09 ,10/27/2017,0.05
2586,DB09 ,10/30/2017,0.06
2587,DB09 ,11/4/2017,0.16
2588,DB09 ,11/5/2017,1.77
2589,DB09 ,11/6/2017,2.29
2590,DB09 ,11/7/2017,0.32
2591,DB09 ,11/9/2017,0.81
2592,DB09 ,11/10/2017,0.27
2593,DB09 ,11/11/2017,0.87
2594,DB09 ,11/12/2017,0.48
2595,DB09 ,11/13/2017,0.48
2596,DB09 ,11/14/2017,0.63
2597,DB09 ,11/15/2017,0.51
2598,DB09 ,11/16/2017,0.45
2599,DB09 ,11/17/2017,0.01
2600,DB09 ,11/28/2017,0.01
2601,DB09 ,12/4/2017,0.32
2602,DB09 ,12/5/2017,1
2603,DB09 ,12/6/2017,2.53
2604,DB09 ,12/9/2017,0.04
2605,DB09 ,12/10/2017,0.63
2606,DB09 ,12/11/2017,0.59
2607,DB09 ,12/12/2017,0.65
2608,DB09 ,12/13/2017,0.3
2609,DB09 ,12/15/2017,0.53
2610,DB09 ,12/16/2017,0.76
2611,DB09 ,12/17/2017,0.77
2612,DB09 ,12/18/2017,0.75
2613,DB09 ,12/19/2017,0.79
2614,DB09 ,12/20/2017,0.76
2615,DB09 ,12/21/2017,0.82
2616,DB09 ,12/22/2017,0.68
2617,DB09 ,12/23/2017,0.85
2618,DB09 ,12/24/2017,0.79
2619,DB09 ,12/25/2017,0.79
2620,DB09 ,12/26/2017,0.79
2621,DB09 ,4/1/2018,0.72
2622,DB09 ,5/1/2018,0.77
2623,DB09 ,6/1/2018,1.4
2624,DB09 ,7/1/2018,0.15
2625,DB10 ,1/2/2016,1.01
2626,DB10 ,1/3/2016,0.67
2627,DB10 ,1/4/2016,1.37
2628,DB10 ,1/5/2016,0.79
2629,DB10 ,1/6/2016,0.42
2630,DB10 ,2/2/2016,1.14
2631,DB10 ,2/3/2016,1.36
2632,DB10 ,2/4/2016,1.03
2633,DB10 ,2/5/2016,1.81
2634,DB10 ,2/13/2016,0.89
2635,DB10 ,2/14/2016,0.43
2636,DB10 ,2/16/2016,0.4
2637,DB10 ,2/17/2016,0.8
2638,DB10 ,2/18/2016,1.01
2639,DB10 ,2/19/2016,0.68
2640,DB10 ,2/20/2016,0.75
2641,DB10 ,2/21/2016,1.64
2642,DB10 ,2/22/2016,1.13
2643,DB10 ,2/23/2016,1.17
2644,DB10 ,2/24/2016,0.16
2645,DB10 ,2/25/2016,1.41
2646,DB10 ,2/26/2016,0.77
2647,DB10 ,2/27/2016,0.01
2648,DB10 ,2/28/2016,0.11
2649,DB10 ,3/2/2016,1.11
2650,DB10 ,3/3/2016,1.6
2651,DB10 ,3/4/2016,1.23
2652,DB10 ,3/5/2016,1.31
2653,DB10 ,3/13/2016,1.42
2654,DB10 ,3/14/2016,1.57
2655,DB10 ,3/15/2016,0.96
2656,DB10 ,3/16/2016,0.58
2657,DB10 ,3/17/2016,1.07
2658,DB10 ,3/18/2016,1.28
2659,DB10 ,3/19/2016,1.41
2660,DB10 ,3/20/2016,1.05
2661,DB10 ,3/21/2016,1.3
2662,DB10 ,3/22/2016,1.57
2663,DB10 ,3/23/2016,1.5
2664,DB10 ,3/24/2016,1.71
2665,DB10 ,3/25/2016,1.38
2666,DB10 ,3/26/2016,1.16
2667,DB10 ,3/27/2016,1.14
2668,DB10 ,3/28/2016,0.91
2669,DB10 ,3/29/2016,1.09
2670,DB10 ,3/30/2016,1.04
2671,DB10 ,3/31/2016,0.92
2672,DB10 ,4/2/2016,0.91
2673,DB10 ,4/3/2016,1.36
2674,DB10 ,4/4/2016,1.58
2675,DB10 ,4/5/2016,1.48
2676,DB10 ,4/13/2016,0.27
2677,DB10 ,4/25/2016,0.57
2678,DB10 ,4/26/2016,1.24
2679,DB10 ,4/27/2016,1.47
2680,DB10 ,4/29/2016,0.29
2681,DB10 ,4/30/2016,0.52
2682,DB10 ,5/2/2016,0.84
2683,DB10 ,5/3/2016,1.2
2684,DB10 ,5/4/2016,1.32
2685,DB10 ,5/5/2016,1.44
2686,DB10 ,5/13/2016,1.83
2687,DB10 ,5/14/2016,2.08
2688,DB10 ,5/15/2016,1.54
2689,DB10 ,5/16/2016,1.51
2690,DB10 ,5/17/2016,1
2691,DB10 ,5/18/2016,1.61
2692,DB10 ,5/19/2016,0.5
2693,DB10 ,5/20/2016,0.68
2694,DB10 ,5/21/2016,1.22
2695,DB10 ,5/22/2016,1.67
2696,DB10 ,5/23/2016,1.59
2697,DB10 ,5/24/2016,1.41
2698,DB10 ,5/25/2016,1.92
2699,DB10 ,5/26/2016,1.72
2700,DB10 ,5/27/2016,1.49
2701,DB10 ,5/28/2016,1.29
2702,DB10 ,5/29/2016,1.54
2703,DB10 ,5/30/2016,1.44
2704,DB10 ,5/31/2016,1.08
2705,DB10 ,6/2/2016,1.1
2706,DB10 ,6/3/2016,1.84
2707,DB10 ,6/4/2016,1.24
2708,DB10 ,6/5/2016,0.94
2709,DB10 ,7/2/2016,1.02
2710,DB10 ,7/3/2016,1.79
2711,DB10 ,7/4/2016,1.29
2712,DB10 ,7/5/2016,0.66
2713,DB10 ,8/2/2016,1.05
2714,DB10 ,8/3/2016,1.66
2715,DB10 ,8/4/2016,1.22
2716,DB10 ,8/5/2016,0.93
2717,DB10 ,9/2/2016,0.69
2718,DB10 ,9/3/2016,1.59
2719,DB10 ,9/4/2016,1.5
2720,DB10 ,9/5/2016,0.58
2721,DB10 ,10/2/2016,1.13
2722,DB10 ,10/3/2016,1.17
2723,DB10 ,10/4/2016,1.2
2724,DB10 ,10/5/2016,1.14
2725,DB10 ,11/2/2016,1.01
2726,DB10 ,11/3/2016,1.11
2727,DB10 ,11/4/2016,1.14
2728,DB10 ,11/5/2016,0.79
2729,DB10 ,12/2/2016,0.78
2730,DB10 ,12/3/2016,1.31
2731,DB10 ,12/4/2016,1.01
2732,DB10 ,12/5/2016,1
2733,DB10 ,1/4/2017,2.59
2734,DB10 ,1/6/2017,2.76
2735,DB10 ,1/7/2017,0.85
2736,DB10 ,1/9/2017,0.07
2737,DB10 ,1/10/2017,1.96
2738,DB10 ,1/11/2017,0.05
2739,DB10 ,2/4/2017,1.95
2740,DB10 ,2/5/2017,1.69
2741,DB10 ,2/6/2017,2.89
2742,DB10 ,2/7/2017,0.62
2743,DB10 ,2/9/2017,1.55
2744,DB10 ,2/10/2017,1.75
2745,DB10 ,2/11/2017,0.1
2746,DB10 ,3/4/2017,1.67
2747,DB10 ,3/5/2017,2.19
2748,DB10 ,3/6/2017,2.95
2749,DB10 ,3/9/2017,0.8
2750,DB10 ,3/10/2017,1.83
2751,DB10 ,3/11/2017,0.51
2752,DB10 ,3/20/2017,467.07
2753,DB10 ,3/21/2017,2.35
2754,DB10 ,3/22/2017,1.44
2755,DB10 ,3/23/2017,1.48
2756,DB10 ,3/24/2017,2.09
2757,DB10 ,3/25/2017,2.64
2758,DB10 ,3/26/2017,2.61
2759,DB10 ,3/28/2017,2.46
2760,DB10 ,3/29/2017,3.25
2761,DB10 ,3/30/2017,2.63
2762,DB10 ,3/31/2017,2.64
2763,DB10 ,4/4/2017,2.12
2764,DB10 ,4/5/2017,2.88
2765,DB10 ,4/6/2017,3.67
2766,DB10 ,4/7/2017,1.2
2767,DB10 ,4/9/2017,0.08
2768,DB10 ,4/10/2017,1.78
2769,DB10 ,4/13/2017,1.55
2770,DB10 ,4/14/2017,2.31
2771,DB10 ,4/15/2017,2.47
2772,DB10 ,4/16/2017,1.36
2773,DB10 ,4/17/2017,2.02
2774,DB10 ,4/18/2017,2.8
2775,DB10 ,4/19/2017,2.3
2776,DB10 ,4/20/2017,2.74
2777,DB10 ,4/21/2017,3.36
2778,DB10 ,4/22/2017,2.82
2779,DB10 ,4/23/2017,2.98
2780,DB10 ,4/24/2017,1.46
2781,DB10 ,4/25/2017,1.65
2782,DB10 ,4/26/2017,1.77
2783,DB10 ,4/27/2017,2.15
2784,DB10 ,4/28/2017,0.58
2785,DB10 ,4/29/2017,0.01
2786,DB10 ,5/4/2017,2.03
2787,DB10 ,5/5/2017,2.25
2788,DB10 ,5/6/2017,3.19
2789,DB10 ,5/7/2017,1.11
2790,DB10 ,5/10/2017,1.74
2791,DB10 ,5/13/2017,2.12
2792,DB10 ,5/14/2017,2.45
2793,DB10 ,5/15/2017,3
2794,DB10 ,5/16/2017,2.88
2795,DB10 ,5/17/2017,3.67
2796,DB10 ,5/18/2017,2.63
2797,DB10 ,5/19/2017,2.73
2798,DB10 ,5/20/2017,2.83
2799,DB10 ,5/21/2017,2.72
2800,DB10 ,5/22/2017,2.8
2801,DB10 ,5/23/2017,2.74
2802,DB10 ,5/24/2017,2.79
2803,DB10 ,5/25/2017,2.88
2804,DB10 ,5/26/2017,2.91
2805,DB10 ,5/27/2017,2.13
2806,DB10 ,5/28/2017,3.6
2807,DB10 ,5/29/2017,2.91
2808,DB10 ,5/30/2017,2.25
2809,DB10 ,5/31/2017,2.2
2810,DB10 ,6/4/2017,1.48
2811,DB10 ,6/5/2017,2.32
2812,DB10 ,6/6/2017,1.36
2813,DB10 ,6/7/2017,1.17
2814,DB10 ,6/10/2017,1.79
2815,DB10 ,6/16/2017,1.24
2816,DB10 ,6/28/2017,1.01
2817,DB10 ,6/29/2017,1.31
2818,DB10 ,6/30/2017,1.73
2819,DB10 ,7/4/2017,2.3
2820,DB10 ,7/5/2017,3.04
2821,DB10 ,7/6/2017,2.11
2822,DB10 ,7/7/2017,0.95
2823,DB10 ,7/9/2017,0.83
2824,DB10 ,7/10/2017,1.34
2825,DB10 ,8/4/2017,2.18
2826,DB10 ,8/5/2017,2.53
2827,DB10 ,8/6/2017,3.75
2828,DB10 ,8/7/2017,1.49
2829,DB10 ,8/10/2017,1.21
2830,DB10 ,8/11/2017,1.34
2831,DB10 ,9/4/2017,2.26
2832,DB10 ,9/5/2017,1.79
2833,DB10 ,9/6/2017,2.97
2834,DB10 ,9/7/2017,1.6
2835,DB10 ,9/9/2017,0.51
2836,DB10 ,9/10/2017,1.31
2837,DB10 ,9/11/2017,1.79
2838,DB10 ,9/14/2017,1.43
2839,DB10 ,9/15/2017,2.36
2840,DB10 ,9/16/2017,2.74
2841,DB10 ,9/17/2017,2.16
2842,DB10 ,9/18/2017,0.98
